Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Fulfillment Service,Variant Inventory Policy,Variant Gauge,Image Src,Image Position
this-papa-belongs-to-custom-fathers-day-gift-set-grp190501dokl,"Father's Day Gifts, This Papa Belongs To - Custom Father's Day Gift Set","<div data-id=""""07918756694720521"""">
<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">
<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">
<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">
<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">
<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">
<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">
<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">
<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">
<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">
<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">This meaningful “This Papa Belongs To” gift set is more than just a mug and a t-shirt — it’s a heartfelt tribute to the deep love and pride a father feels for his children. Every sip from the mug, every wear of the tee, becomes a quiet celebration of the little hands, big hugs, and unforgettable moments that make fatherhood truly special.<br><br>
</div>
<div data-zone-id=""""0"""" data-line-index=""""1"""" data-line=""""true"""">Whether it's for Father’s Day, his birthday, Christmas, or a surprise gift just because, this set transforms an ordinary day into a cherished memory. The look on his face when he sees the words — This Papa Belongs To — will say it all. It’s not just a gift. It’s a reminder of who he is and who he loves, made wearable and sippable. Wrap your gratitude and love into this set — and give Papa something he’ll carry proudly, every single day.</div>
</div>
</div>
</div>
</div>
</div>
</div>
<br><strong>MESSAGE</strong>: This Papa Belongs To.<br><br>
</div>
</div>
</div>
<p><strong>PRODUCT DETAILS:<br>Shirt:</strong></p>
</div>
<div data-id=""""07918756694720521"""">
<ul>
<li>100% cotton (99% for ash/grey colors, 50% for hoodie)</li>
<li>Decoration type: Digital Print<br><br>
</li>
</ul>
<p><strong>Mug:</strong><br></p>
<ul>
<li>High quality ceramic mug</li>
<li>Dishwasher safe</li>
<li>Microwave safe</li>
<li>Black gloss 11 oz, 15 oz</li>
</ul>
</div>",Macorner,Bundle,"['Bundles', 'Family', """"Father's Day"""", 'for_him', 'Grandpa', 'Mug', 'Shirt', 'Tops']",TRUE,Title,11oz / Black / S,PR-GRP190501DOKL-BUNDLES-Classic Tee-S-Black_11oz-Black Mug,39.95,47.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/This-Grandpa-Belongs-To-Personalized-Shirt_1_e984924e-cefd-46df-9b64-79c05e5321db.jpg?v=1747911289,1
this-papa-belongs-to-custom-fathers-day-gift-set-grp190501dokl,,,,,,,Title,11oz / Black / M,PR-GRP190501DOKL-BUNDLES-Classic Tee-M-Black_11oz-Black Mug,41.95,49.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/This-Grandpa-Belongs-To-Personalized-Shirt_2_1cb42451-b52b-486a-b35c-19f431832079.jpg?v=1747911289,2
this-papa-belongs-to-custom-fathers-day-gift-set-grp190501dokl,,,,,,,Title,11oz / Black / L,PR-GRP190501DOKL-BUNDLES-Classic Tee-L-Black_11oz-Black Mug,41.95,49.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/This-Grandpa-Belongs-To-Personalized-Shirt_3_ad874870-6bf1-488d-b806-35149bdd708b.jpg?v=1747911289,3
this-papa-belongs-to-custom-fathers-day-gift-set-grp190501dokl,,,,,,,Title,11oz / Black / XL,PR-GRP190501DOKL-BUNDLES-Classic Tee-XL-Black_11oz-Black Mug,41.95,49.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/This-Grandpa-Belongs-To-Personalized-Shirt_4_2d324b47-38f8-4b92-b628-984f581920d3.jpg?v=1747911289,4
this-papa-belongs-to-custom-fathers-day-gift-set-grp190501dokl,,,,,,,Title,11oz / Black / 2XL,PR-GRP190501DOKL-BUNDLES-Classic Tee-2XL-Black_11oz-Black Mug,43.95,51.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/This-Grandpa-Belongs-To-Personalized-Shirt_2_2dab2cef-100a-4335-a63c-e24e7be83da6.jpg?v=1747911289,5
this-papa-belongs-to-custom-fathers-day-gift-set-grp190501dokl,,,,,,,Title,11oz / Black / 3XL,PR-GRP190501DOKL-BUNDLES-Classic Tee-3XL-Black_11oz-Black Mug,43.95,51.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/This-Grandpa-Belongs-To-Personalized-Shirt_1_8f577bb6-4a66-4a11-b7a8-e3db0b692fb7.jpg?v=1747911289,6
this-papa-belongs-to-custom-fathers-day-gift-set-grp190501dokl,,,,,,,Title,11oz / Black / 4XL,PR-GRP190501DOKL-BUNDLES-Classic Tee-4XL-Black_11oz-Black Mug,43.95,51.95,manual,deny,untracked,,
this-papa-belongs-to-custom-fathers-day-gift-set-grp190501dokl,,,,,,,Title,11oz / Black / 5XL,PR-GRP190501DOKL-BUNDLES-Classic Tee-5XL-Black_11oz-Black Mug,44.95,52.95,manual,deny,untracked,,
this-papa-belongs-to-custom-fathers-day-gift-set-grp190501dokl,,,,,,,Title,11oz / Forest Green / S,PR-GRP190501DOKL-BUNDLES-Classic Tee-S-Forest Green_11oz-Black Mug,39.95,47.95,manual,deny,untracked,,
this-papa-belongs-to-custom-fathers-day-gift-set-grp190501dokl,,,,,,,Title,11oz / Forest Green / M,PR-GRP190501DOKL-BUNDLES-Classic Tee-M-Forest Green_11oz-Black Mug,41.95,49.95,manual,deny,untracked,,
